slot_key,surface,geo_code,geography_name,level,tab,indicator_code,indicator_name,lifecycle_status,status,resolved,completion_phase,reason,series_code,observation_id,period_label,value,badge,geographic_method,source,source_url
"KEN-C001-CON006-W0030|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON006-W0030","Majengo","ward","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P24","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001-CON006-W0030|profile|representation|IND-WARD-FUND-ALLOCATION","profile","KEN-C001-CON006-W0030","Majengo","ward","representation","IND-WARD-FUND-ALLOCATION","Ward-level development fund allocation","planned","planned_unresolved","false","P24","Never divide county budgets mechanically by ward count.","","","","","","","County-specific publications",""
"KEN-C001-CON006|profile|infrastructure|IND-HEALTH-FACILITY-DENSITY","profile","KEN-C001-CON006","Mvita","constituency","infrastructure","IND-HEALTH-FACILITY-DENSITY","Health facilities assessed per 10,000 residents","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","MoH Kenya Health Facility Census 2023 + KNBS Gross County Product 2024 projected 2023 population","https://www.health.go.ke/sites/default/files/2024-01/Kenya%20Health%20Facility%20Census%20Report%20September%202023.pdf"
"KEN-C001-CON006|profile|overview|IND-LAND-AREA","profile","KEN-C001-CON006","Mvita","constituency","overview","IND-LAND-AREA","Land area","active","published_derived","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-AREA-KEN-C001-CON006","dea15278-cf8a-5556-8bbc-bed3d9b41a42","Boundary-derived 2012-01","14.8","B","aggregated","KDA","https://github.com/dansamuka/kenya-data-atlas/blob/main/docs/methodology/indicators.md"
"KEN-C001-CON006|profile|overview|IND-POPULATION","profile","KEN-C001-CON006","Mvita","constituency","overview","IND-POPULATION","Population","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON006|profile|overview|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006","Mvita","constituency","overview","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006|profile|people|IND-HOUSEHOLD-SIZE","profile","KEN-C001-CON006","Mvita","constituency","people","IND-HOUSEHOLD-SIZE","Average household size","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","KNBS 2019 Kenya Population and Housing Census, Volume I, Table 2.3","https://repository.knbs.or.ke/handle/knbs-ke-repo/385"
"KEN-C001-CON006|profile|people|IND-POPULATION","profile","KEN-C001-CON006","Mvita","constituency","people","IND-POPULATION","Population","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.knbs.or.ke/2019-kenya-population-and-housing-census-results/"
"KEN-C001-CON006|profile|people|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006","Mvita","constituency","people","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006|profile|representation|IND-MP-IDENTITY","profile","KEN-C001-CON006","Mvita","constituency","representation","IND-MP-IDENTITY","Member of Parliament (name, party)","planned","planned_unresolved","false","P23","No single confirmed machine-readable source; remain planned.","","","","","","","IEBC / Parliament of Kenya",""
"KEN-C001-CON006|profile|representation|IND-NG-CDF-ALLOCATION","profile","KEN-C001-CON006","Mvita","constituency","representation","IND-NG-CDF-ALLOCATION","NG-CDF allocation (financial year)","planned","planned_unresolved","false","P23","Do not promote until a specific citable report/page is identified.","","","","","","","NG-CDF Board",""
"KEN-C001-CON006|profile|representation|IND-NG-CDF-UTILIZATION","profile","KEN-C001-CON006","Mvita","constituency","representation","IND-NG-CDF-UTILIZATION","NG-CDF utilization rate","planned","planned_unresolved","false","P23","Do not promote until a specific citable report/page is identified.","","","","","","","NG-CDF Board",""
"KEN-C001-CON006|profile|representation|IND-REGISTERED-VOTERS","profile","KEN-C001-CON006","Mvita","constituency","representation","IND-REGISTERED-VOTERS","Registered voters","active","active_missing","false","P23","Indicator is active but no canonical observation is attached to this geography.","","","","","","","","https://www.iebc.or.ke/"
"KEN-C001-CON006|profile|representation|IND-TURNOUT-HISTORY","profile","KEN-C001-CON006","Mvita","constituency","representation","IND-TURNOUT-HISTORY","Turnout, prior general elections","planned","planned_unresolved","false","P23","Natural extension of the Sprint 2 electoral architecture; not yet ingested.","","","","","","","IEBC",""
"KEN-C001|profile|economy|IND-AGRI-PRODUCTION","profile","KEN-C001","Mombasa","county","economy","IND-AGRI-PRODUCTION","Key crop production (county-dominant crop only)","retired","retired_replaced","true","complete","The original generic county-dominant-crop placeholder cannot provide one comparable 47-county measure because the crop and unit would vary by county. P19 already exposes fixed-definition maize area, maize production and transparent maize yield for all 47 counties from Annex 1 of the official National Agriculture Production Report 2024. P21 therefore retires and replaces the generic slot rather than duplicating evidence or mixing unlike crop measures.","","","2023 source · P21 replacement decision","","","","KNBS / Ministry of Agriculture and Livestock Development — National Agriculture Production Report 2024, Annex 1","https://www.knbs.or.ke/wp-content/uploads/2025/01/National-Agriculture-Production-Report-2024.pdf"
"KEN-C001|profile|economy|IND-BUSINESS-LICENSES","profile","KEN-C001","Mombasa","county","economy","IND-BUSINESS-LICENSES","Licensed businesses (count, year-on-year change)","planned","planned_unresolved","false","P21","Coverage is inconsistent; ingest opportunistically and never manufacture missing counties.","","","","","","","County statistical abstracts / eCitizen",""
"KEN-C001|profile|economy|IND-FUEL-PETROL","profile","KEN-C001","Mombasa","county","economy","IND-FUEL-PETROL","Super Petrol pump price","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-FUEL-PETROL-KEN-C001","16c10eee-1355-560b-8caf-f13cc99aa4ba","Announced 14 Aug 2026, effective 15 Aug – 14 Sep 2026","210.87","A","direct","EPRA","https://www.epra.go.ke/pump-price-formulae"
"KEN-C001|profile|economy|IND-GCP-CURRENT","profile","KEN-C001","Mombasa","county","economy","IND-GCP-CURRENT","Gross County Product (current prices)","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-GCP-CURRENT-KEN-C001","96f9a2a0-ebd5-56de-87f4-56c1a4258595","2024 preliminary","711088","A","direct","KNBS","data/sprint1/README.md"
"KEN-C001|profile|finance|IND-COUNTY-AUDIT-OPINION","profile","KEN-C001","Mombasa","county","finance","IND-COUNTY-AUDIT-OPINION","County Executive audit opinion","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-AUDIT-OPINION-KEN-C001","42aae44e-9971-5e3e-b9ca-b08072ef5832","FY 2023/24","Qualified","A","direct","OAG","https://www.oagkenya.go.ke/wp-content/uploads/2025/04/Auditor-Generals-summary-Report-on-County-Governments-2023-2024.pdf"
"KEN-C001|profile|finance|IND-COUNTY-BUDGET-ABSORPTION","profile","KEN-C001","Mombasa","county","finance","IND-COUNTY-BUDGET-ABSORPTION","County budget absorption rate","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-COUNTY-ABSORPTION-KEN-C001","1ae6bb17-df4d-57c2-8093-acf416edfff2","FY 2024/25","77","A","direct","CoB","data/sprint1/README.md"
"KEN-C001|profile|finance|IND-COUNTY-BUDGET-TOTAL","profile","KEN-C001","Mombasa","county","finance","IND-COUNTY-BUDGET-TOTAL","County budget","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-COUNTY-BUDGET-KEN-C001","e1a83f87-ed53-504e-8231-3f90d5c5649d","FY 2024/25","17360","A","direct","CoB","data/sprint1/README.md"
"KEN-C001|profile|finance|IND-COUNTY-DEVELOPMENT-ABSORPTION","profile","KEN-C001","Mombasa","county","finance","IND-COUNTY-DEVELOPMENT-ABSORPTION","Development budget absorption rate","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-COUNTY-DEV-ABSORPTION-KEN-C001","dd07a70e-b248-5b25-8ec6-75af50c1806b","FY 2024/25","62","A","direct","CoB","data/sprint1/README.md"
"KEN-C001|profile|finance|IND-COUNTY-EXPENDITURE-TOTAL","profile","KEN-C001","Mombasa","county","finance","IND-COUNTY-EXPENDITURE-TOTAL","County expenditure","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-COUNTY-EXPENDITURE-KEN-C001","a8aa1ca3-e630-5ac4-86ec-89867af4552e","FY 2024/25","13316.23","A","direct","CoB","data/sprint1/README.md"
"KEN-C001|profile|finance|IND-COUNTY-OSR","profile","KEN-C001","Mombasa","county","finance","IND-COUNTY-OSR","Own-source revenue target attainment","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-COUNTY-OSR-KEN-C001","462b5df4-f951-589e-b314-bf6ddef99d4f","FY 2024/25","74","A","direct","National Treasury","https://www.treasury.go.ke/sites/default/files/2025-Budget-Review-and-Outlook-Paper-1.pdf"
"KEN-C001|profile|finance|IND-COUNTY-PENDING-BILLS","profile","KEN-C001","Mombasa","county","finance","IND-COUNTY-PENDING-BILLS","Pending bills","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-PENDING-BILLS-KEN-C001","5bbef65b-54ac-53d7-bd1f-cce02a356c54","FY 2024/25 · as at 30 June 2025","3867.7","A","direct","National Treasury","https://www.treasury.go.ke/sites/default/files/2025-Budget-Review-and-Outlook-Paper-1.pdf"
"KEN-C001|profile|health|IND-CONTRACEPTIVE-USE","profile","KEN-C001","Mombasa","county","health","IND-CONTRACEPTIVE-USE","Modern contraceptive use rate","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-KDHS-CONTRACEPTIVE-KEN-C001","cf73ad87-fe97-5407-a33d-15e5d114a844","2022 KDHS","42.1","A","direct","KNBS","https://www.knbs.or.ke/reports/kdhs-2022/"
"KEN-C001|profile|health|IND-FACILITY-INFRASTRUCTURE","profile","KEN-C001","Mombasa","county","health","IND-FACILITY-INFRASTRUCTURE","Facilities with electricity/water (%)","planned","planned_unresolved","false","P21","One-off snapshot; label prominently as a snapshot if activated.","","","","","","","Kenya Health Facility Census 2023",""
"KEN-C001|profile|health|IND-FGM-CHILD-MARRIAGE","profile","KEN-C001","Mombasa","county","health","IND-FGM-CHILD-MARRIAGE","FGM prevalence, women age 15–49","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-KDHS-FGM-KEN-C001","8aa64471-0c21-5a70-96f6-20c49c83edeb","2022 KDHS","3.9","A","direct","KNBS","https://www.knbs.or.ke/reports/kdhs-2022/"
"KEN-C001|profile|health|IND-HEALTH-FACILITY-COUNT","profile","KEN-C001","Mombasa","county","health","IND-HEALTH-FACILITY-COUNT","Health facilities assessed in the 2023 Health Facility Census","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P04-FACILITIES-KEN-C001","76e5f87e-4157-5dbe-8740-819426128c1b","2023 Health Facility Census","443","A","direct","MoH","https://kmhfr.health.go.ke/public/facilities"
"KEN-C001|profile|health|IND-HIV-PREVALENCE","profile","KEN-C001","Mombasa","county","health","IND-HIV-PREVALENCE","HIV prevalence, ages 15–64","active","published_direct","true","complete","Canonical series has a latest observation for this geography and indicator.","KDA-P20-KENPHIA-HIV-PREVALENCE-KEN-C001","c4e3f8c9-8efd-58c1-858c-67f4d1057768","KENPHIA 2018 · June 2018–February 2019","5.6","A","direct","MoH","https://www.kenphia.or.ke/assets/file/KENPHIA_Ago25-DIGITAL.pdf"
